t,throttle,steering,x,y,v_x,v_y,U,V,roll,pitch,yaw,p,q,r
13.5,0.34145841002464294,0.05329650267958641,28.730345726013184,1.5583486557006836,2.755765676498413,-0.18233096599578857,2.7615712953528297,0.03482851720944624,-0.02297973320549935,0.003176038225604377,-4.507936642132264,-0.023791979998350143,-0.0021751541644334793,2.316256284713745
13.600000000000001,0.34145841002464294,0.05741623044013977,29.032572746276855,1.5399713516235352,2.7573912143707275,-0.16701453924179077,2.7621785308442304,0.03833965506147072,-0.02545166345350843,0.0029916230087755286,-4.2613844604806115,-0.020981663838028908,0.0034568030387163162,2.0346837043762207
13.700000000000001,0.34145841002464294,0.06138787046074867,29.27764320373535,1.5263671875,2.759188413619995,-0.15389224886894226,2.7631707145286883,0.04112333264442078,-0.027191163672652525,0.003005283255366035,-4.044984488665232,-0.02489926852285862,-0.003560873679816723,2.309784412384033
13.8,0.34145841002464294,0.06520118564367294,29.581686973571777,1.5112581253051758,2.7604782581329346,-0.13689115643501282,2.7635197541901872,0.04402238675222814,-0.029541017652336632,0.0028003773317158112,-3.7515867395058766,-0.019586997106671333,-0.002077970188111067,2.824244976043701
13.9,0.34145841002464294,0.06884633749723434,29.88219165802002,1.4982433319091797,2.763395071029663,-0.11940586566925049,2.7655725604953507,0.04710087029398648,-0.031524657024837026,0.0030599244457034393,-3.4499209783368596,-0.018703145906329155,-0.0002190823433920741,2.720876932144165
14.0,0.34145841002464294,0.07231391966342926,30.121703147888184,1.4892969131469727,2.7656304836273193,-0.10469245910644531,2.767167271312679,0.04957595726132004,-0.03292846156394524,0.003217018457879901,-3.1942753243788125,-0.021128101274371147,-6.817890971433371e-05,2.8405346870422363
14.100000000000001,0.34145841002464294,0.07559499889612198,30.422189712524414,1.480006217956543,2.7674520015716553,-0.08570662140846252,2.7682903233721214,0.05200857122137051,-0.034912108913611815,0.0031555474813511437,-2.850158723261016,-0.0172443725168705,-0.0036827835720032454,3.4337849617004395
14.200000000000001,0.34145841002464294,0.0786811038851738,30.72200870513916,1.4728517532348633,2.769500970840454,-0.06610172241926193,2.769749356867126,0.05471348396101253,-0.03659057770931632,0.003148716856176793,-2.498931689139958,-0.015514795668423176,-0.0010667375754565,3.1367549896240234
14.3,0.34145841002464294,0.0815642774105072,30.968567848205566,1.4686059951782227,2.7691619396209717,-0.04952950030565262,2.7690259286733028,0.05662530866018449,-0.037719729677044594,0.0026842640530942478,-2.196197731008264,-0.017216427251696587,-0.00988246314227581,3.414104461669922
14.4,0.34145841002464294,0.08423709124326706,31.268571853637695,1.4655494689941406,2.7704927921295166,-0.02866356261074543,2.770018686918897,0.05872295278044008,-0.03933715654204431,0.002650113184078473,-1.8072206584512884,-0.014242080971598625,-0.0006781434640288353,3.7396042346954346
14.5,0.34145841002464294,0.08669263869524002,31.569103240966797,1.4647865295410156,2.772326707839966,-0.007356823887676001,2.7716655080639425,0.0609902391300823,-0.040740967730539354,0.0028481887647665454,-1.4126282038200741,-0.0127866817638278,-0.0006410785135813057,3.547692060470581
14.600000000000001,0.34145841002464294,0.0889245942234993,31.809439659118652,1.4658746719360352,2.7732110023498535,0.010101505555212498,2.7725223062391717,0.06262080624668993,-0.041687016375090494,0.00286184920314074,-1.0851745484015412,-0.01442739274352789,-0.0017379190539941192,3.7029967308044434
14.700000000000001,0.34145841002464294,0.09092719852924347,32.11254596710205,1.4694890975952148,2.7735402584075928,0.032342713326215744,2.772990455492817,0.06399648317444794,-0.04290772289764895,0.0026637738062957215,-0.6539611235954066,-0.01027804333716631,-0.004911176860332489,4.4077019691467285
14.8,0.34145841002464294,0.09269529581069946,32.411683082580566,1.4754705429077148,2.7744545936584473,0.05483606085181236,2.774214769812196,0.06586119341514214,-0.04397583117508583,0.0027457359077514643,-0.2276916109936168,-0.00979157630354166,-0.0007091162842698395,3.727073907852173
14.9,0.34145841002464294,0.09422431141138077,32.65738487243652,1.4822092056274414,2.773358106613159,0.07329827547073364,2.7735189289840054,0.06693709936443921,-0.04455566528486237,0.0023769057210313283,0.13141390426123856,-0.008634991012513638,-0.004982576705515385,3.969339370727539
15.0,0.34145841002464294,0.09551031142473221,32.95657920837402,1.492696762084961,2.7740986347198486,0.09617730230093002,2.7749320470390555,0.06801060908453595,-0.04541015858797575,0.002527169911745627,0.5816579062328443,-0.0072016469202935696,-0.0019058227771893144,4.383756637573242
15.100000000000001,0.34145841002464294,0.09654997289180756,33.25718450546265,1.5057182312011719,2.7741951942443848,0.11927226930856705,2.7758944772671197,0.0692437800279564,-0.04602049941476039,0.0026023018101699637,1.0328999458907506,-0.005820136051625013,-0.001995779573917389,4.055363178253174
15.200000000000001,0.34145841002464294,0.09734062105417252,33.55820035934448,1.5212926864624023,2.7736446857452393,0.14228639006614685,2.776416548059557,0.0697238210507392,-0.04638671885759301,0.00252716973446874,1.4981067472874645,-0.0016141349915415049,-0.005876472685486078,4.5209197998046875
15.3,0.34145841002464294,0.09788021445274353,33.79988765716553,1.535618782043457,2.7728099822998047,0.16087333858013153,2.776584959682374,0.0702238611370017,-0.04660034883684542,0.002411056550377886,1.8716889459273391,-0.0015541926259174943,-0.008175812661647797,4.40116024017334
